	Condition	CorrectSource	Stim_RT	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
45	1	5	0.721	New	sporting_baseball bat_new.bmp	New08	1	2	2.9010000000000002	6	776
46	1	9	0.6809999999999999	OLD	fruit_green grapes.bmp	Old68	0	2	1.5830000000000002	6	776
47	0	9	0.428	OLD	musical_xylophone_old.bmp	Old52	0	2	1.757	6	776
48	1	8	0.48700000000000004	New	sporting_flippers.bmp	New02	1	2	1.205	6	776
49	0	6	0.585	New	sporting_basketball_new.bmp	New14	1	2	3.6660000000000004	6	776
50	0	6	0.752	OLD	kitchen_tea cup and saucer.bmp	Old37	0	2	2.924	6	776
51	0	6	0.358	New	animal_horse.bmp	New20	1	2	1.051	6	776
52	0	9	0.69	OLD	musical_violin_old.bmp	Old51	1	1	2.575	8	590
53	1	6	0.46399999999999997	OLD	sporting_soccer ball_new.bmp	Old65	0	2	3.466	8	590
54	1	6	0.677	OLD	vegie_garlic01a.bmp	Old74	1	1	1.5319999999999998	8	597
55	1	5	0.6990000000000001	OLD	animal_zebra_old.bmp	Old13	1	1	1.722	6	571
56	1	6	0.644	OLD	food_pickle01a.bmp	Old22	1	1	1.328	5	633
57	1	9	0.6729999999999999	OLD	kitchen_ladle.bmp	Old31	1	1	2.31	5	2408
58	1	8	0.722	OLD	Kitchen_apron.bmp	Old27	1	1	2.372	6	1482
59	1	9	0.805	New	musical_tambourine_new.bmp	New06	1	2	2.125	6	1482
60	1	8	0.7040000000000001	New	sporting_golf ball.bmp	New19	1	2	1.429	6	1482
61	1	9	0.431	New	animal_seal.bmp	New38	1	2	0.848	6	1482
62	1	6	0.787	OLD	kitchen_martini glass.bmp	Old32	1	1	4.1080000000000005	6	774
63	1	6	0.43200000000000005	OLD	kitchen_coffee pot.bmp	Old29	0	2	1.788	6	774
64	1	8	0.433	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.466	6	574
65	1	9	0.5820000000000001	OLD	food_pecan02.bmp	Old21	1	1	3.188	8	971
66	1	6	0.7140000000000001	New	food_drink.bmp	New05	1	2	2.073	8	971
67	0	8	0.434	OLD	food_croissant01.bmp	Old19	0	2	2.099	8	971
68	1	5	0.433	New	fruit_cherry.bmp	Old67	1	1	1.2690000000000001	9	601
69	0	9	0.597	New	vegie_snowpea01.bmp	New27	1	2	2.526	9	601
70	0	8	0.49	OLD	sporting_snow shoes_old.bmp	Old64	1	1	2.333	6	1614
71	0	5	0.435	New	musical_bongo drum.bmp	New23	1	2	1.859	6	1614
72	1	9	0.691	New	musical_bagpipes.bmp	New35	1	2	1.006	6	1614
73	1	8	0.436	OLD	sporting_skipping rope.bmp	Old63	1	1	1.53	6	595
74	1	8	0.6609999999999999	OLD	sporting_footballhelmet.bmp	Old57	1	1	3.713	5	2411
75	1	6	0.436	OLD	vegie_radish.bmp	Old77	1	1	1.271	9	1058
76	0	5	0.562	OLD	animal_dalmation_old.bmp	Old04	0	2	4.581	9	1058
77	1	9	0.887	OLD	musical_drums_old.bmp	Old46	1	1	1.804	6	2178
78	0	8	0.5489999999999999	OLD	animal_parrot.bmp	Old09	1	1	1.7830000000000001	6	613
79	1	9	0.478	OLD	hard_musical_recorder.bmp	Old40	0	2	2.251	6	613
80	0	9	0.684	New	fruit_apricot_new.bmp	New04	1	2	1.237	6	613
81	0	8	0.478	OLD	musical_piano_old.bmp	Old48	1	1	1.081	9	692
82	0	9	0.6	New	musical_zamponia windflute.bmp	New29	1	2	2.0780000000000003	9	692
83	0	5	0.524	New	kitchen_spatula_old.bmp	New37	1	2	1.44	9	692
84	1	5	0.439	New	fruit_granny smith apple.bmp	New16	1	2	1.3869999999999998	9	692
85	0	6	0.631	OLD	kitchen_white strainer.bmp	Old38	0	2	1.825	9	692
86	0	6	0.5920000000000001	New	vegie_cucumber.bmp	New33	0	1	1.4609999999999999	5	553
87	1	8	0.94	New	sporting_weighlifting.bmp	New25	1	2	1.151	5	553
88	0	9	0.5539999999999999	OLD	vegie_carrot.bmp	Old78	1	1	1.206	9	748
89	1	8	0.41100000000000003	OLD	vegie_green capsicum.bmp	Old75	0	2	2.515	9	748
90	1	5	0.67	OLD	sporting_bicycle_old.bmp	Old55	1	1	1.7409999999999999	9	1725
91	1	8	0.8029999999999999	OLD	kitchen_peppermill.bmp	Old33	0	2	2.165	9	1725
92	0	8	0.789	OLD	sporting_Badminton Racquet.bmp	Old54	0	2	1.2990000000000002	9	1725
93	1	9	0.711	OLD	sporting_mini-trampoline.bmp	Old61	1	1	1.524	5	404
94	1	8	0.614	OLD	animal_penguin.bmp	Old10	0	2	1.994	5	404
95	1	8	0.585	New	food_pizza.bmp	New22	1	2	2.079	5	404
96	0	8	0.444	OLD	food_candy.bmp	Old16	1	1	1.4580000000000002	5	462
97	0	5	0.48	OLD	animal_siamese cat.bmp	Old12	1	1	1.464	8	572
98	1	5	0.44299999999999995	OLD	food_shellpasta.bmp	Old25	1	1	2.0580000000000003	8	566
99	0	9	0.499	OLD	vegie_mushroom.bmp	Old76	1	1	2.5580000000000003	9	918
100	0	9	0.669	OLD	sporting_hockey stick_old.bmp	Old58	0	2	3.719	9	918
101	0	6	0.605	OLD	food_toast.bmp	Old26	1	1	2.0140000000000002	8	533
102	1	9	0.615	OLD	musical_accordion_old.bmp	Old41	1	1	1.3719999999999999	5	1612
103	0	6	0.653	New	food_bread.bmp	New28	1	2	2.225	5	1612
104	0	5	0.425	OLD	vegie_cauliflower.bmp	Old72	0	2	3.596	5	1612
105	0	6	0.514	New	musical_french horn_old.bmp	New12	1	2	1.466	5	1612
106	1	5	0.605	New	kitchen_toaster_old.bmp	New30	1	2	1.3330000000000002	5	1612
107	1	9	0.521	OLD	food_cracker02.bmp	Old18	1	1	1.3	5	583
108	1	8	0.604	New	animal_pigeon.bmp	New32	1	2	1.1740000000000002	5	583
109	1	6	0.46299999999999997	New	kitchen_kettle_new.bmp	New24	1	2	1.1059999999999999	5	583
110	1	9	0.9279999999999999	New	food_bagel01.bmp	New17	1	2	0.938	5	583
111	0	9	0.44799999999999995	New	food_walnut01c.bmp	New34	1	2	0.858	5	583
112	1	5	0.716	OLD	fruit_pineapple_old.bmp	Old70	1	1	1.429	6	634
113	1	6	0.5	New	sporting_windsurf.bmp	New31	1	2	2.5580000000000003	6	634
114	1	5	0.52	New	animal_ostrich.bmp	New26	1	2	1.1079999999999999	6	634
115	1	5	0.789	OLD	animal_chimpanzee.bmp	Old03	0	2	5.084	6	634
116	1	8	1.276	New	musical_uculele_new.bmp	New39	0	1	1.39	9	773
