	Condition	CorrectSource	Stim_RT	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	1	6	0.413	OLD	sporting_boxing_gloves.bmp	Old56	1	1	7.185	8	767
1	1	5	0.638	OLD	food_rawchicken.bmp	Old23	1	1	2.1319999999999997	6	933
2	1	6	0.6920000000000001	OLD	food_baguette01.bmp	Old14	1	1	3.011	9	3177
3	1	9	0.733	New	kitchen_fork_old.bmp	New18	1	2	2.215	9	3177
4	1	8	0.645	OLD	food_softcheese.bmp	Old24	0	2	3.82	9	3177
5	1	9	0.604	New	animal_giraffe.bmp	New03	1	2	1.6869999999999998	9	3177
6	1	8	0.915	OLD	vegie_corn02.bmp	Old73	0	2	2.9189999999999996	9	3177
7	0	8	0.415	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	2.222	9	3177
8	0	5	0.615	OLD	sporting_karate clothing.bmp	Old60	1	1	1.6740000000000002	5	1749
9	1	6	0.395	New	vegie_broccoli.bmp	New36	1	2	5.82	5	1749
10	0	6	0.41600000000000004	New	vegie_pumpkin.bmp	New21	1	2	1.167	5	1749
11	1	5	0.667	OLD	animal_lion_new.bmp	Old07	0	2	3.845	5	1749
12	1	6	0.539	OLD	musical_harmonica_new.bmp	Old47	0	2	3.201	5	1749
13	0	8	0.688	OLD	sporting_fishing rod.bmp	Old59	1	1	1.636	5	546
14	1	6	0.428	OLD	food_chocolatemilk.bmp	Old17	1	1	1.618	9	680
15	1	8	0.43799999999999994	OLD	kitchen_big cooking pot.bmp	Old28	1	1	2.945	9	818
16	1	5	0.495	OLD	food_frenchfries.bmp	Old20	1	1	4.455	6	466
17	1	9	0.7340000000000001	OLD	sporting_rollerblade.bmp	Old62	1	1	1.886	6	1481
18	1	9	0.494	OLD	animal_camel_new.bmp	Old01	0	2	2.089	6	1481
19	1	5	0.621	OLD	kitchen_plate.bmp	Old35	1	1	1.8980000000000001	5	1757
20	1	5	0.655	OLD	musical_tuba.bmp	Old50	1	1	1.716	9	758
21	1	5	0.638	OLD	animal_sheep.bmp	Old11	1	1	1.556	6	1428
22	0	8	0.57	OLD	musical_harp_new.bmp	Old43	0	2	6.336	6	1428
23	0	5	0.588	OLD	animal_cheetah.bmp	Old02	0	2	1.4709999999999999	6	1428
24	1	8	0.569	OLD	kitchen_pitcher.bmp	Old34	1	1	3.5439999999999996	5	472
25	1	6	0.42	OLD	kitchen_cookie cutter.bmp	Old30	1	1	1.138	8	611
26	1	5	0.8540000000000001	OLD	fruit_watermelon_old.bmp	Old71	1	1	3.815	5	541
27	0	5	0.685	OLD	animal_farm pig.bmp	Old05	0	2	1.956	5	541
28	1	6	0.53	New	food_cookie01.bmp	New11	1	2	1.514	5	541
29	1	5	0.6920000000000001	New	animal_dolphin_old.bmp	New09	1	2	1.114	5	541
30	0	6	0.423	OLD	fruit_blackberry_new.bmp	Old66	1	1	1.682	8	2150
31	1	8	0.768	New	fruit_rasberry.bmp	New10	1	2	1.396	8	2150
32	1	5	0.898	OLD	musical_triangle.bmp	Old49	1	1	1.273	6	796
33	1	9	0.779	OLD	musical_clarinet_new.bmp	Old44	0	2	3.9610000000000003	6	796
34	1	8	0.6659999999999999	New	kitchen_garlic press.bmp	New07	1	2	1.264	6	796
35	1	9	0.652	New	kitchen_ramekin.bmp	New13	1	2	1.1640000000000001	6	796
36	1	8	0.622	OLD	animal_monarch_old.bmp	Old08	1	1	1.867	6	1103
37	1	6	1.264	OLD	musical_double bass.bmp	Old45	1	1	2.488	9	931
38	0	9	0.693	New	kitchen_baking spatula.bmp	New01	1	2	1.4169999999999998	9	931
39	0	8	0.518	OLD	animal_frog.bmp	Old06	1	1	1.294	5	1288
40	1	9	0.738	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	2.121	9	3338
41	1	6	0.46	OLD	sporting_americanfootball.bmp	Old53	0	2	2.138	9	3338
42	1	9	0.6859999999999999	New	animal_gorilla.bmp	New15	1	2	1.794	9	3338
43	1	6	0.948	OLD	fruit_lemon_new.bmp	Old69	0	2	1.24	9	3338
44	0	5	0.599	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	1.41	6	776
