	Condition	CorrectSource	Stim_RT	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	1	6	2.772	New	musical_uculele_new.bmp	New39	0	1	2.685	9	4668
1	1	5	2.964	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	7.909	5	4608
2	1	6	2.5580000000000003	OLD	musical_harmonica_new.bmp	Old47	1	1	2.085	5	1506
3	1	9	0.0	OLD	fruit_watermelon_old.bmp	Old71	0	2	7.7139999999999995	5	1506
4	1	8	0.0	New	food_drink.bmp	New05	1	2	3.031	5	1506
5	1	9	1.875	OLD	animal_chimpanzee.bmp	Old03	1	1	1.9409999999999998	5	7727
6	1	8	1.949	New	fruit_apricot_new.bmp	New04	1	2	3.452	5	7727
7	0	8	1.369	OLD	vegie_corn02.bmp	Old73	1	1	3.282	6	2911
8	0	5	1.1440000000000001	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	1.787	9	2051
9	1	6	1.88	OLD	musical_accordion_old.bmp	Old41	1	1	1.6030000000000002	9	2498
10	0	6	1.6969999999999998	OLD	food_pecan02.bmp	Old21	0	2	3.5589999999999997	9	2498
11	1	5	2.5789999999999997	OLD	animal_zebra_old.bmp	Old13	0	2	4.368	9	2498
12	1	6	1.724	OLD	food_bottleofredwine01.bmp	Old15	1	1	2.161	5	18074
13	0	8	1.3630000000000002	New	sporting_golf ball.bmp	New19	1	2	2.955	5	18074
14	1	6	2.3	New	vegie_broccoli.bmp	New36	0	1	2.94	9	3840
15	1	8	2.026	New	food_pizza.bmp	New22	1	2	2.613	9	3840
16	1	5	2.011	OLD	musical_clarinet_new.bmp	Old44	1	1	3.26	9	3978
17	1	9	2.594	New	fruit_granny smith apple.bmp	New16	1	2	1.9069999999999998	9	3978
18	1	9	1.545	New	vegie_cucumber.bmp	New33	0	1	2.551	6	2687
19	1	5	1.932	New	kitchen_fork_old.bmp	New18	1	2	1.819	6	2687
20	1	5	1.251	OLD	animal_sheep.bmp	Old11	1	1	2.2030000000000003	8	1403
21	1	5	1.358	OLD	musical_piano_old.bmp	Old48	1	1	2.0980000000000003	8	3190
22	0	8	1.5119999999999998	OLD	kitchen_martini glass.bmp	Old32	1	1	1.9969999999999999	6	2334
23	0	5	1.228	OLD	kitchen_coffee pot.bmp	Old29	1	1	2.4730000000000003	5	1870
24	1	8	1.579	OLD	sporting_rollerblade.bmp	Old62	1	1	2.227	8	1691
25	1	6	0.995	New	animal_pigeon.bmp	New32	1	2	5.462000000000001	8	1691
26	1	5	1.5219999999999998	OLD	sporting_mini-trampoline.bmp	Old61	1	1	2.327	9	1497
27	0	5	0.882	New	kitchen_garlic press.bmp	New07	1	2	3.4930000000000003	9	1497
28	1	6	0.971	OLD	animal_penguin.bmp	Old10	0	2	3.528	9	1497
29	1	5	1.396	OLD	kitchen_pitcher.bmp	Old34	1	1	2.147	5	2069
30	0	6	0.925	New	animal_giraffe.bmp	New03	1	2	1.6269999999999998	5	2069
31	1	8	2.546	New	sporting_baseball bat_new.bmp	New08	1	2	4.106	5	2069
32	1	5	1.7180000000000002	New	sporting_flippers.bmp	New02	1	2	2.661	5	2069
33	1	9	1.925	New	animal_ostrich.bmp	New26	1	2	1.496	5	2069
34	1	8	1.19	New	kitchen_spatula_old.bmp	New37	1	2	1.237	5	2069
35	1	9	1.8159999999999998	OLD	kitchen_big cooking pot.bmp	Old28	1	1	1.527	8	1353
36	1	8	1.103	New	fruit_rasberry.bmp	New10	0	1	2.122	5	1278
37	1	6	0.0	OLD	sporting_soccer ball_new.bmp	Old65	0	2	2.395	5	1278
38	0	9	1.301	OLD	vegie_garlic01a.bmp	Old74	1	1	1.54	9	974
39	0	8	1.2309999999999999	OLD	food_croissant01.bmp	Old19	0	2	8.693	9	974
40	1	9	1.835	OLD	musical_harp_new.bmp	Old43	1	1	1.5530000000000002	8	1193
41	1	6	2.013	New	food_walnut01c.bmp	New34	1	2	2.2359999999999998	8	1193
42	1	9	1.6159999999999999	New	food_bread.bmp	New28	1	2	2.472	8	1193
43	1	6	1.268	OLD	kitchen_peppermill.bmp	Old33	1	1	2.136	9	2185
44	0	5	0.0	OLD	food_shellpasta.bmp	Old25	1	1	2.702	9	3240
45	1	5	2.169	New	musical_french horn_old.bmp	New12	1	2	2.423	9	3240
46	1	9	0.0	New	animal_seal.bmp	New38	1	2	2.533	9	3240
47	0	9	1.7530000000000001	OLD	fruit_pineapple_old.bmp	Old70	0	2	2.0469999999999997	9	3240
48	1	8	2.528	New	kitchen_toaster_old.bmp	New30	1	2	1.82	9	3240
49	0	6	1.5930000000000002	OLD	musical_triangle.bmp	Old49	1	1	3.6039999999999996	9	1363
50	0	6	1.2990000000000002	OLD	food_rawchicken.bmp	Old23	1	1	1.66	9	3242
51	0	6	1.135	New	animal_gorilla.bmp	New15	1	2	1.732	9	3242
52	0	9	0.8109999999999999	OLD	kitchen_scrubbing brush.bmp	Old36	0	2	5.812	9	3242
53	1	6	2.251	New	vegie_pumpkin.bmp	New21	1	2	1.265	9	3242
54	1	6	2.155	OLD	musical_double bass.bmp	Old45	1	1	2.2840000000000003	8	1223
55	1	5	2.8339999999999996	OLD	food_cracker02.bmp	Old18	0	2	2.82	8	1223
56	1	6	2.104	OLD	sporting_bicycle_old.bmp	Old55	1	1	1.449	8	2649
57	1	9	1.756	New	food_bagel01.bmp	New17	1	2	1.806	8	2649
58	1	8	2.542	OLD	sporting_boxing_gloves.bmp	Old56	1	1	2.2230000000000003	5	814
59	1	9	0.0	OLD	animal_lion_new.bmp	Old07	1	1	2.812	5	4244
60	1	8	0.0	OLD	food_baguette01.bmp	Old14	0	2	1.945	5	4244
61	1	9	2.392	New	animal_dolphin_old.bmp	New09	1	2	1.781	5	4244
62	1	6	2.043	OLD	fruit_lemon_new.bmp	Old69	0	2	1.642	5	4244
63	1	6	2.4130000000000003	OLD	vegie_cauliflower.bmp	Old72	1	1	1.5419999999999998	9	2183
64	1	8	2.215	OLD	vegie_carrot.bmp	Old78	1	1	2.102	8	1201
65	1	9	1.4680000000000002	New	fruit_cherry.bmp	Old67	1	1	5.47	9	1467
66	1	6	2.0180000000000002	OLD	sporting_fishing rod.bmp	Old59	0	2	2.015	9	1467
67	0	8	1.905	OLD	animal_cheetah.bmp	Old02	1	1	1.892	5	999
68	1	5	2.531	OLD	kitchen_white strainer.bmp	Old38	1	1	1.8530000000000002	5	1298
69	0	9	0.0	OLD	sporting_skipping rope.bmp	Old63	1	1	3.853	5	2826
70	0	8	0.9570000000000001	OLD	fruit_green grapes.bmp	Old68	0	2	6.432	5	2826
71	0	5	0.991	OLD	food_pickle01a.bmp	Old22	1	1	5.44	6	918
72	1	9	2.46	OLD	food_chocolatemilk.bmp	Old17	1	1	1.913	9	2491
73	1	8	0.0	OLD	animal_dalmation_old.bmp	Old04	1	1	2.213	5	8075
74	1	8	2.122	OLD	sporting_snow shoes_old.bmp	Old64	1	1	1.745	9	1091
75	1	6	2.465	OLD	sporting_americanfootball.bmp	Old53	0	2	5.9239999999999995	9	1091
76	0	5	1.686	OLD	hard_musical_recorder.bmp	Old40	1	1	1.551	9	6392
77	1	9	2.016	New	sporting_weighlifting.bmp	New25	1	2	1.785	9	6392
78	0	8	0.8140000000000001	New	vegie_snowpea01.bmp	New27	1	2	1.966	9	6392
79	1	9	2.322	OLD	food_candy.bmp	Old16	0	2	2.366	9	6392
80	0	9	0.722	OLD	animal_monarch_old.bmp	Old08	0	2	4.237	9	6392
81	0	8	0.755	New	kitchen_baking spatula.bmp	New01	1	2	1.8019999999999998	9	6392
82	0	9	0.721	OLD	food_softcheese.bmp	Old24	1	1	2.568	6	1441
83	0	5	0.647	OLD	fruit_blackberry_new.bmp	Old66	1	1	4.078	5	1275
84	1	5	2.9419999999999997	OLD	sporting_karate clothing.bmp	Old60	1	1	1.6219999999999999	8	3812
85	0	6	1.52	New	kitchen_kettle_new.bmp	New24	1	2	1.9140000000000001	8	3812
86	0	6	0.805	OLD	animal_parrot.bmp	Old09	0	2	8.731	8	3812
87	1	8	1.555	New	animal_horse.bmp	New20	1	2	1.406	8	3812
88	0	9	2.772	OLD	kitchen_cookie cutter.bmp	Old30	0	2	2.907	8	3812
89	1	8	2.427	New	sporting_windsurf.bmp	New31	1	2	4.293	8	3812
90	1	5	1.8030000000000002	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	1.56	9	825
91	1	8	2.013	New	musical_tambourine_new.bmp	New06	1	2	1.661	9	825
92	0	8	1.225	OLD	musical_violin_old.bmp	Old51	1	1	1.641	5	1655
93	1	9	1.844	New	musical_bagpipes.bmp	New35	1	2	1.699	5	1655
94	1	8	2.542	OLD	kitchen_tea cup and saucer.bmp	Old37	1	1	1.541	5	1326
95	1	8	1.609	New	musical_bongo drum.bmp	New23	1	2	4.391	5	1326
96	0	8	1.114	OLD	vegie_radish.bmp	Old77	0	2	1.662	5	1326
97	0	5	0.991	New	kitchen_ramekin.bmp	New13	1	2	1.6019999999999999	5	1326
98	1	5	2.5839999999999996	OLD	musical_tuba.bmp	Old50	0	2	3.9189999999999996	5	1326
99	0	9	1.348	OLD	kitchen_ladle.bmp	Old31	0	2	6.249	5	1326
100	0	9	1.254	OLD	animal_camel_new.bmp	Old01	1	1	2.0780000000000003	6	819
101	0	6	0.8420000000000001	OLD	sporting_hockey stick_old.bmp	Old58	1	1	3.455	9	1260
102	1	9	2.772	OLD	animal_siamese cat.bmp	Old12	1	1	1.4569999999999999	8	997
103	0	6	1.6769999999999998	OLD	animal_frog.bmp	Old06	0	2	8.315	8	997
104	0	5	0.951	New	sporting_basketball_new.bmp	New14	1	2	1.815	8	997
105	0	6	1.237	OLD	Kitchen_apron.bmp	Old27	0	2	1.7080000000000002	8	997
106	1	5	2.068	OLD	vegie_green capsicum.bmp	Old75	0	2	2.373	8	997
107	1	9	0.0	OLD	food_frenchfries.bmp	Old20	1	1	1.6769999999999998	9	1129
108	1	8	0.0	New	musical_zamponia windflute.bmp	New29	1	2	1.93	9	1129
109	1	6	0.0	OLD	musical_xylophone_old.bmp	Old52	1	1	2.219	6	850
110	1	9	0.0	OLD	kitchen_plate.bmp	Old35	0	2	1.9669999999999999	6	850
111	0	9	0.66	OLD	musical_drums_old.bmp	Old46	1	1	2.079	9	2467
112	1	5	2.173	OLD	food_toast.bmp	Old26	0	2	1.534	9	2467
113	1	6	2.059	OLD	vegie_mushroom.bmp	Old76	1	1	2.766	8	1031
114	1	5	1.966	New	food_cookie01.bmp	New11	1	2	1.525	8	1031
115	1	5	2.426	OLD	sporting_footballhelmet.bmp	Old57	0	2	3.022	8	1031
116	1	8	0.0	OLD	animal_farm pig.bmp	Old05	1	1	1.3719999999999999	8	692
